지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%)
156,광주,2020-09-22 2:00,16.8,0.3,0,78
156,광주,2020-09-22 3:00,16.7,1,70,79
156,광주,2020-09-22 4:00,16.6,2.5,50,81
156,광주,2020-09-22 5:00,16.2,2.5,50,83
156,광주,2020-09-22 6:00,15.8,2,50,86
156,광주,2020-09-22 7:00,16.4,3.5,50,80
156,광주,2020-09-22 8:00,16.8,2.4,50,78
156,광주,2020-09-22 9:00,17.2,2.5,50,78
156,광주,2020-09-22 10:00,18.1,1.4,50,75
156,광주,2020-09-22 11:00,18.7,2.6,50,74
156,광주,2020-09-22 12:00,19.2,2.7,50,71
156,광주,2020-09-22 13:00,21.8,3.4,50,59
156,광주,2020-09-22 14:00,22.6,1.7,50,50
156,광주,2020-09-22 15:00,22.9,1.1,50,46
156,광주,2020-09-22 16:00,23.3,0.9,70,43
156,광주,2020-09-22 17:00,23,2,50,52
156,광주,2020-09-22 18:00,21,1.5,50,56
156,광주,2020-09-22 19:00,20.1,1.7,50,62
156,광주,2020-09-22 20:00,18.7,2.1,50,70
156,광주,2020-09-22 21:00,17.9,2,50,74
156,광주,2020-09-22 22:00,16.9,1.6,50,79
156,광주,2020-09-22 23:00,17.5,1.9,50,75
156,광주,2020-09-23 0:00,16.8,1.2,70,77
156,광주,2020-09-23 1:00,16.5,1.3,70,79
156,광주,2020-09-23 2:00,16.2,1.4,50,79
156,광주,2020-09-23 3:00,16,2.9,50,78
156,광주,2020-09-23 4:00,16,2.3,50,79
156,광주,2020-09-23 5:00,15.7,1.5,50,79
156,광주,2020-09-23 6:00,15.8,1.1,70,79
156,광주,2020-09-23 7:00,15.8,1.7,70,79
156,광주,2020-09-23 8:00,16.6,0.7,50,79
156,광주,2020-09-23 9:00,17.6,2.7,50,76
156,광주,2020-09-23 10:00,18.6,2.9,50,74
156,광주,2020-09-23 11:00,19.9,2.7,50,70
156,광주,2020-09-23 12:00,20.8,2.8,50,65
156,광주,2020-09-23 13:00,21.7,1.8,50,65
156,광주,2020-09-23 14:00,22.2,1.4,50,64
156,광주,2020-09-23 15:00,21.8,1.8,50,68
156,광주,2020-09-23 16:00,21.6,1.9,50,70
156,광주,2020-09-23 17:00,21.2,2.2,50,69
156,광주,2020-09-23 18:00,20.2,2.1,50,77
156,광주,2020-09-23 19:00,20.1,1.6,50,76
156,광주,2020-09-23 20:00,19.5,2,50,80
156,광주,2020-09-23 21:00,19.5,2.4,50,79
156,광주,2020-09-23 22:00,19.2,2.3,50,77
156,광주,2020-09-23 23:00,18.6,2.7,50,84
156,광주,2020-09-24 0:00,18.4,2.7,50,83
156,광주,2020-09-24 1:00,18.2,2.9,50,80
156,광주,2020-09-24 2:00,17.6,3,50,84
156,광주,2020-09-24 3:00,17.5,3.1,50,84
156,광주,2020-09-24 4:00,17.2,2.8,50,86
156,광주,2020-09-24 5:00,17.1,2.5,50,87
156,광주,2020-09-24 6:00,18,2.8,50,81
156,광주,2020-09-24 7:00,17.6,2.5,50,83
156,광주,2020-09-24 8:00,18.6,2.8,50,79
156,광주,2020-09-24 9:00,20.3,2.8,50,75
156,광주,2020-09-24 10:00,21.4,1.5,50,69
156,광주,2020-09-24 11:00,22.1,0.5,70,64
156,광주,2020-09-24 12:00,23.2,0.6,50,58
156,광주,2020-09-24 13:00,24.8,1.4,70,54
156,광주,2020-09-24 14:00,25.1,1.2,70,51
156,광주,2020-09-24 15:00,26.6,1.5,50,49
156,광주,2020-09-24 16:00,25.6,1.7,70,53
156,광주,2020-09-24 17:00,24.6,1.4,20,53
156,광주,2020-09-24 18:00,23.7,1.5,20,58
156,광주,2020-09-24 19:00,23,2,50,62
156,광주,2020-09-24 20:00,21.2,2.1,50,75
156,광주,2020-09-24 21:00,20.8,1.6,50,75
156,광주,2020-09-24 22:00,20,1.6,50,79
156,광주,2020-09-24 23:00,19.8,1.2,70,81
156,광주,2020-09-25 0:00,19.2,1.2,70,84
156,광주,2020-09-25 1:00,18.1,1.6,50,88
156,광주,2020-09-25 2:00,18.1,1.9,50,91
156,광주,2020-09-25 3:00,17.7,0.2,0,92
156,광주,2020-09-25 4:00,17.1,1,70,94
156,광주,2020-09-25 5:00,16.7,0.8,20,96
156,광주,2020-09-25 6:00,16.3,0.6,50,96
156,광주,2020-09-25 7:00,16.3,0.1,0,96
156,광주,2020-09-25 8:00,17.9,1.5,50,86
156,광주,2020-09-25 9:00,20.2,1.3,70,69
156,광주,2020-09-25 10:00,22.4,1.2,20,62
156,광주,2020-09-25 11:00,24,2.2,50,59
156,광주,2020-09-25 12:00,25.2,2.3,70,55
156,광주,2020-09-25 13:00,26.1,3.1,70,53
156,광주,2020-09-25 14:00,24.9,2.3,70,58
156,광주,2020-09-25 15:00,25.2,2.7,50,55
156,광주,2020-09-25 16:00,25.5,2.7,50,56
156,광주,2020-09-25 17:00,24.7,2,20,58
156,광주,2020-09-25 18:00,23.9,1.1,20,60
156,광주,2020-09-25 19:00,22.8,1.4,20,66
156,광주,2020-09-25 20:00,22.4,1.4,70,67
156,광주,2020-09-25 21:00,21.6,0.8,200,79
156,광주,2020-09-25 22:00,20.7,0.5,110,87
156,광주,2020-09-25 23:00,20.4,0.6,160,90
156,광주,2020-09-26 0:00,20.3,0.5,70,87
156,광주,2020-09-26 1:00,20.1,0.5,340,88
156,광주,2020-09-26 2:00,19.1,0.8,20,88
156,광주,2020-09-26 3:00,18.6,1.9,50,90
156,광주,2020-09-26 4:00,18.5,0.9,50,89
156,광주,2020-09-26 5:00,18.3,1.3,50,89
156,광주,2020-09-26 6:00,17.7,0.3,0,93
156,광주,2020-09-26 7:00,17.5,1.1,50,94
156,광주,2020-09-26 8:00,18.3,1.8,50,83
156,광주,2020-09-26 9:00,20.2,2.3,70,81
156,광주,2020-09-26 10:00,21,1,70,73
156,광주,2020-09-26 11:00,22.8,0.9,20,67
156,광주,2020-09-26 12:00,22.9,0.9,20,62
156,광주,2020-09-26 13:00,25,1.1,270,59
156,광주,2020-09-26 14:00,25.4,0.9,290,49
156,광주,2020-09-26 15:00,25.6,1.1,360,46
156,광주,2020-09-26 16:00,25.6,0.9,50,45
156,광주,2020-09-26 17:00,24.4,0.9,20,47
156,광주,2020-09-26 18:00,23.4,1.3,50,51
156,광주,2020-09-26 19:00,21.9,2.9,180,69
156,광주,2020-09-26 20:00,20.7,1.6,160,77
156,광주,2020-09-26 21:00,20.2,1,180,82
156,광주,2020-09-26 22:00,19.7,0.8,160,86
156,광주,2020-09-26 23:00,19,0.8,160,90
156,광주,2020-09-27 0:00,18.6,0.4,0,92
156,광주,2020-09-27 1:00,18.2,0.6,140,95
156,광주,2020-09-27 2:00,18,0,0,94
156,광주,2020-09-27 3:00,17.4,0.8,70,95
156,광주,2020-09-27 4:00,17.2,1.1,50,96
156,광주,2020-09-27 5:00,16.6,1.5,50,95
156,광주,2020-09-27 6:00,16.6,1.3,70,96
156,광주,2020-09-27 7:00,16.4,2.2,50,95
156,광주,2020-09-27 8:00,17.8,2.1,50,85
156,광주,2020-09-27 9:00,19.8,1.4,20,71
156,광주,2020-09-27 10:00,21.4,0.5,90,66
156,광주,2020-09-27 11:00,22.1,1.1,250,59
156,광주,2020-09-27 12:00,23.9,1.2,20,56
156,광주,2020-09-27 13:00,24.8,1,70,45
156,광주,2020-09-27 14:00,25.4,2.3,20,42
156,광주,2020-09-27 15:00,25.8,1.3,50,47
156,광주,2020-09-27 16:00,26.1,1.9,20,44
156,광주,2020-09-27 17:00,25,0.9,360,48
156,광주,2020-09-27 18:00,24.1,2.3,20,51
156,광주,2020-09-27 19:00,22,0.7,340,66
156,광주,2020-09-27 20:00,21.5,0.3,0,67
156,광주,2020-09-27 21:00,20.5,0.9,50,73
156,광주,2020-09-27 22:00,19.9,1.1,70,77
156,광주,2020-09-27 23:00,19.8,1.3,180,79
156,광주,2020-09-28 0:00,19.5,0.6,290,82
156,광주,2020-09-28 1:00,18.4,0.1,0,90
156,광주,2020-09-28 2:00,18.2,0.6,70,92
156,광주,2020-09-28 3:00,17.1,0.3,0,96
156,광주,2020-09-28 4:00,16.7,0.9,50,96
156,광주,2020-09-28 5:00,16.2,0.5,50,97
156,광주,2020-09-28 6:00,15.8,1.2,70,98
156,광주,2020-09-28 7:00,16.1,0.9,70,97
156,광주,2020-09-28 8:00,17,1,20,92
156,광주,2020-09-28 9:00,18.6,1.7,50,72
156,광주,2020-09-28 10:00,20.4,1,320,68
156,광주,2020-09-28 11:00,21.9,1.6,20,57
156,광주,2020-09-28 12:00,23.3,1.6,50,47
156,광주,2020-09-28 13:00,23.7,2,50,40
156,광주,2020-09-28 14:00,24.7,1.1,110,40
156,광주,2020-09-28 15:00,24.2,1.7,50,39
156,광주,2020-09-28 16:00,24.7,1.6,110,38
156,광주,2020-09-28 17:00,23.9,2,50,41
156,광주,2020-09-28 18:00,22.5,1.9,50,44
156,광주,2020-09-28 19:00,21.2,0.8,320,76
156,광주,2020-09-28 20:00,20.2,0.4,0,77
156,광주,2020-09-28 21:00,19.5,1.5,50,72
156,광주,2020-09-28 22:00,18.4,0.9,140,73
156,광주,2020-09-28 23:00,17.9,1,160,76
156,광주,2020-09-29 0:00,17.9,0.5,290,86
156,광주,2020-09-29 1:00,17,0.5,110,94
156,광주,2020-09-29 2:00,16.5,0.2,0,94
156,광주,2020-09-29 3:00,16.2,0.9,90,94
156,광주,2020-09-29 4:00,15.6,0.7,20,96
156,광주,2020-09-29 5:00,15.3,0.9,50,95
156,광주,2020-09-29 6:00,14.9,0.1,0,96
156,광주,2020-09-29 7:00,14.9,0.9,90,96
156,광주,2020-09-29 8:00,16,1,290,95
156,광주,2020-09-29 9:00,17.6,0.6,50,85
156,광주,2020-09-29 10:00,20.3,0.4,0,68
156,광주,2020-09-29 11:00,22,1.3,50,60
156,광주,2020-09-29 12:00,23.9,2.2,70,52
156,광주,2020-09-29 13:00,24,1.1,20,43
156,광주,2020-09-29 14:00,24.5,1.1,160,45
156,광주,2020-09-29 15:00,24.1,0.7,20,49
156,광주,2020-09-29 16:00,24.3,1.5,20,46
156,광주,2020-09-29 17:00,23.2,2.8,50,49
156,광주,2020-09-29 18:00,21.8,1.8,20,54
156,광주,2020-09-29 19:00,20.8,1.9,20,62
156,광주,2020-09-29 20:00,19.9,1.8,50,74
156,광주,2020-09-29 21:00,19.1,1.8,50,80
156,광주,2020-09-29 22:00,19.1,1.3,50,83
156,광주,2020-09-29 23:00,18.6,1,50,85
156,광주,2020-09-30 0:00,18.3,0.7,20,86
156,광주,2020-09-30 1:00,17.7,0.8,50,88
156,광주,2020-09-30 2:00,17.1,1.3,50,91
156,광주,2020-09-30 3:00,17.2,0.4,0,93
156,광주,2020-09-30 4:00,16.2,0.3,0,96
156,광주,2020-09-30 5:00,16.3,0.9,20,95
156,광주,2020-09-30 6:00,15.7,0.1,0,96
156,광주,2020-09-30 7:00,15.8,0.4,0,97
156,광주,2020-09-30 8:00,16.9,0.4,0,95
156,광주,2020-09-30 9:00,18,0.2,0,92
156,광주,2020-09-30 10:00,20.7,0.9,70,68
156,광주,2020-09-30 11:00,22.1,1.4,20,65
156,광주,2020-09-30 12:00,23.2,1.5,20,57
156,광주,2020-09-30 13:00,24.4,1.1,20,53
156,광주,2020-09-30 14:00,24.6,1.1,320,47
156,광주,2020-09-30 15:00,24,1.9,50,50
156,광주,2020-09-30 16:00,24.7,1.7,20,48
156,광주,2020-09-30 17:00,22,1.6,320,71
156,광주,2020-09-30 18:00,20.6,1.5,290,80
156,광주,2020-09-30 19:00,19.5,1.1,290,86
156,광주,2020-09-30 20:00,18.5,0.9,270,90
156,광주,2020-09-30 21:00,18.3,0.3,0,93
156,광주,2020-09-30 22:00,17.5,0.8,230,95
156,광주,2020-09-30 23:00,17.6,0.4,0,95
156,광주,2020-10-01 0:00,17.4,0,0,95
156,광주,2020-10-01 1:00,18.2,0.5,250,94
156,광주,2020-10-01 2:00,17.9,0.8,230,95
156,광주,2020-10-01 3:00,18,0.4,0,94
156,광주,2020-10-01 4:00,17.9,0.6,200,95
156,광주,2020-10-01 5:00,17.7,0.4,0,95
156,광주,2020-10-01 6:00,17.3,0.2,0,96
156,광주,2020-10-01 7:00,17.3,0.5,20,97
156,광주,2020-10-01 8:00,17.8,0.3,0,96
156,광주,2020-10-01 9:00,18.4,0.9,200,95
156,광주,2020-10-01 10:00,20,0.8,230,87
156,광주,2020-10-01 11:00,21.6,1.1,230,80
156,광주,2020-10-01 12:00,22.7,2.5,230,68
156,광주,2020-10-01 13:00,22.8,1.7,250,61
156,광주,2020-10-01 14:00,24.6,1.4,230,57
156,광주,2020-10-01 15:00,24.7,1.6,250,58
156,광주,2020-10-01 16:00,25.1,2,230,58
156,광주,2020-10-01 17:00,23.5,3.2,230,61
156,광주,2020-10-01 18:00,22.4,2.5,250,71
156,광주,2020-10-01 19:00,21,1,270,76
156,광주,2020-10-01 20:00,20,1.2,250,81
156,광주,2020-10-01 21:00,20.1,0.5,250,79
156,광주,2020-10-01 22:00,19.6,1.2,230,80
156,광주,2020-10-01 23:00,19.5,1.1,230,84
156,광주,2020-10-02 0:00,19.1,0.9,290,85
156,광주,2020-10-02 1:00,18.3,0.2,0,92
156,광주,2020-10-02 2:00,18.1,0.8,180,95
156,광주,2020-10-02 3:00,17.3,0.5,270,96
156,광주,2020-10-02 4:00,16.6,0.5,270,97
156,광주,2020-10-02 5:00,16.7,0.3,0,98
156,광주,2020-10-02 6:00,17.3,0.1,0,97
156,광주,2020-10-02 7:00,16.8,0.8,110,98
156,광주,2020-10-02 8:00,18.2,0,0,96
156,광주,2020-10-02 9:00,20.6,0.7,180,86
156,광주,2020-10-02 10:00,21.5,2.9,200,79
156,광주,2020-10-02 11:00,23.2,3.4,200,66
156,광주,2020-10-02 12:00,23.9,2.3,230,61
156,광주,2020-10-02 13:00,24.5,2.2,250,57
156,광주,2020-10-02 14:00,25.6,2.6,250,54
156,광주,2020-10-02 15:00,24.8,1.7,250,53
156,광주,2020-10-02 16:00,24.9,1.3,250,52
156,광주,2020-10-02 17:00,23.4,1.5,270,54
156,광주,2020-10-02 18:00,22.5,1.5,270,65
156,광주,2020-10-02 19:00,21.2,0.6,290,79
156,광주,2020-10-02 20:00,20.9,0.4,0,78
156,광주,2020-10-02 21:00,20.5,0.3,0,78
156,광주,2020-10-02 22:00,20.5,0.4,0,79
156,광주,2020-10-02 23:00,19.8,0.4,0,87
156,광주,2020-10-03 0:00,19.5,0.3,0,91
156,광주,2020-10-03 1:00,19.2,0.3,0,93
156,광주,2020-10-03 2:00,18.9,0.6,360,95
156,광주,2020-10-03 3:00,18.2,0.9,20,98
156,광주,2020-10-03 4:00,17.5,0.8,90,99
156,광주,2020-10-03 5:00,17.7,1.2,50,99
156,광주,2020-10-03 6:00,17.2,1.5,70,99
156,광주,2020-10-03 7:00,17.5,0.7,270,98
156,광주,2020-10-03 8:00,17.9,0.7,70,98
156,광주,2020-10-03 9:00,20,0.9,50,85
156,광주,2020-10-03 10:00,21.9,0.5,50,70
156,광주,2020-10-03 11:00,22.4,0.7,340,68
156,광주,2020-10-03 12:00,23.1,0.7,270,66
156,광주,2020-10-03 13:00,23.8,0.9,290,66
156,광주,2020-10-03 14:00,24.8,0.8,290,64
156,광주,2020-10-03 15:00,26,1.4,320,54
156,광주,2020-10-03 16:00,24.9,0.8,320,59
156,광주,2020-10-03 17:00,23.3,1.9,320,67
156,광주,2020-10-03 18:00,21.8,1.7,320,73
156,광주,2020-10-03 19:00,21.1,0.7,290,78
156,광주,2020-10-03 20:00,20.6,1.2,250,83
156,광주,2020-10-03 21:00,20.2,0.1,0,90
156,광주,2020-10-03 22:00,20.1,0.2,0,90
156,광주,2020-10-03 23:00,20,0.1,0,93
156,광주,2020-10-04 0:00,19.3,1.3,230,96
156,광주,2020-10-04 1:00,18.9,0.8,180,99
156,광주,2020-10-04 2:00,19.1,0.4,0,99
156,광주,2020-10-04 3:00,18.9,0.8,230,99
156,광주,2020-10-04 4:00,18.8,0.3,0,99
156,광주,2020-10-04 5:00,18.5,0,0,99
156,광주,2020-10-04 6:00,18.6,0.3,0,99
156,광주,2020-10-04 7:00,18.3,0.8,50,99
156,광주,2020-10-04 8:00,18.6,0.5,340,99
156,광주,2020-10-04 9:00,18.8,0.7,230,99
156,광주,2020-10-04 10:00,19.4,1,200,99
156,광주,2020-10-04 11:00,19.2,1.1,230,99
156,광주,2020-10-04 12:00,20.6,0.8,270,96
156,광주,2020-10-04 13:00,20.2,0.9,270,96
156,광주,2020-10-04 14:00,19.4,1.5,320,96
156,광주,2020-10-04 15:00,18.6,0.8,320,98
156,광주,2020-10-04 16:00,18.9,0.5,340,97
156,광주,2020-10-04 17:00,19.1,0.7,20,94
156,광주,2020-10-04 18:00,18.8,0.7,290,92
156,광주,2020-10-04 19:00,18.6,0.4,0,92
156,광주,2020-10-04 20:00,18.8,1,270,90
156,광주,2020-10-04 21:00,17.3,2.3,20,81
156,광주,2020-10-04 22:00,16.1,3.2,20,71
156,광주,2020-10-04 23:00,15.5,2.5,20,60
156,광주,2020-10-05 0:00,15,2.5,20,62
156,광주,2020-10-05 1:00,14.7,4.1,20,59
156,광주,2020-10-05 2:00,14.1,2.5,20,59
156,광주,2020-10-05 3:00,13.2,2.1,50,62
156,광주,2020-10-05 4:00,12.4,2.7,20,67
156,광주,2020-10-05 5:00,12.1,2.3,20,65
156,광주,2020-10-05 6:00,11.9,2.9,50,62
156,광주,2020-10-05 7:00,11.7,3,50,60
156,광주,2020-10-05 8:00,12.5,2.3,50,57
156,광주,2020-10-05 9:00,14.3,4.1,50,49
156,광주,2020-10-05 10:00,15.9,3.6,50,43
156,광주,2020-10-05 11:00,17.6,2.6,20,40
156,광주,2020-10-05 12:00,18.5,2.8,20,40
156,광주,2020-10-05 13:00,19.4,2.8,360,41
156,광주,2020-10-05 14:00,19.2,2.8,20,42
156,광주,2020-10-05 15:00,19,2.9,20,42
156,광주,2020-10-05 16:00,19.4,2.8,20,44
156,광주,2020-10-05 17:00,17.2,2.4,360,47
156,광주,2020-10-05 18:00,16.3,3,20,51
156,광주,2020-10-05 19:00,15.4,2.7,20,54
156,광주,2020-10-05 20:00,15.2,0.8,20,57
156,광주,2020-10-05 21:00,14.7,0.3,0,61
156,광주,2020-10-05 22:00,15,1.3,20,60
156,광주,2020-10-05 23:00,14.7,1.4,20,61
156,광주,2020-10-06 0:00,14.3,1.8,50,63
156,광주,2020-10-06 1:00,13.9,1.4,50,67
156,광주,2020-10-06 2:00,13.5,0.7,20,69
156,광주,2020-10-06 3:00,12.6,1.4,50,76
156,광주,2020-10-06 4:00,12.5,1.7,50,78
156,광주,2020-10-06 5:00,12.3,1.8,50,78
156,광주,2020-10-06 6:00,11.6,2.5,70,79
156,광주,2020-10-06 7:00,11.5,2.1,50,80
156,광주,2020-10-06 8:00,12.5,1.8,50,74
156,광주,2020-10-06 9:00,14.6,4.3,50,60
156,광주,2020-10-06 10:00,16.1,3,50,50
156,광주,2020-10-06 11:00,17.7,1.8,50,44
156,광주,2020-10-06 12:00,19.6,3.1,50,32
156,광주,2020-10-06 13:00,20,3.2,50,32
156,광주,2020-10-06 14:00,20.6,2.9,50,33
156,광주,2020-10-06 15:00,20.9,2.9,50,31
156,광주,2020-10-06 16:00,20.4,1.7,20,33
156,광주,2020-10-06 17:00,19.6,1.5,20,39
156,광주,2020-10-06 18:00,17.8,2.1,20,51
156,광주,2020-10-06 19:00,17,1,20,55
156,광주,2020-10-06 20:00,16,1.2,50,62
156,광주,2020-10-06 21:00,15.7,1.3,50,61
156,광주,2020-10-06 22:00,15.4,2,50,62
156,광주,2020-10-06 23:00,14.8,2.1,50,66
156,광주,2020-10-07 0:00,14.4,2.1,50,63
156,광주,2020-10-07 1:00,14.6,1.5,50,63
156,광주,2020-10-07 2:00,14.3,2.1,50,63
156,광주,2020-10-07 3:00,14.3,2.3,50,62
156,광주,2020-10-07 4:00,13.9,2.4,50,63
156,광주,2020-10-07 5:00,13.7,1.9,50,62
156,광주,2020-10-07 6:00,13.5,1.3,50,62
156,광주,2020-10-07 7:00,12.8,1.6,50,66
156,광주,2020-10-07 8:00,13.2,2.3,50,69
156,광주,2020-10-07 9:00,15.6,1.5,50,53
156,광주,2020-10-07 10:00,17.6,2.1,70,52
156,광주,2020-10-07 11:00,19.7,1.3,20,44
156,광주,2020-10-07 12:00,21.5,2,50,32
156,광주,2020-10-07 13:00,22,1.6,20,36
156,광주,2020-10-07 14:00,22.1,1.7,20,38
156,광주,2020-10-07 15:00,23,2.8,20,35
156,광주,2020-10-07 16:00,22.6,1.4,50,40
156,광주,2020-10-07 17:00,21.7,1.3,70,41
156,광주,2020-10-07 18:00,20.8,1.1,50,41
156,광주,2020-10-07 19:00,19.7,3.7,50,35
156,광주,2020-10-07 20:00,18.3,1.8,50,44
156,광주,2020-10-07 21:00,17.2,1.9,50,51
156,광주,2020-10-07 22:00,16.8,1.6,20,51
156,광주,2020-10-07 23:00,16.4,2,50,60
156,광주,2020-10-08 0:00,15.4,2,50,69
156,광주,2020-10-08 1:00,15.5,2.5,50,74
156,광주,2020-10-08 2:00,15.1,2.5,50,79
156,광주,2020-10-08 3:00,15.2,1.3,50,80
156,광주,2020-10-08 4:00,14.3,2.5,50,85
156,광주,2020-10-08 5:00,14.6,2.3,50,83
156,광주,2020-10-08 6:00,14.7,2.9,50,81
156,광주,2020-10-08 7:00,14.3,2.6,50,84
156,광주,2020-10-08 8:00,15.9,2.9,50,75
156,광주,2020-10-08 9:00,17.7,3.1,50,66
156,광주,2020-10-08 10:00,19.7,3.6,50,55
156,광주,2020-10-08 11:00,20.8,3.8,70,47
156,광주,2020-10-08 12:00,21.8,3.7,50,44
156,광주,2020-10-08 13:00,22.8,3.5,50,41
156,광주,2020-10-08 14:00,24.1,3.7,50,41
156,광주,2020-10-08 15:00,23.2,4.9,50,40
156,광주,2020-10-08 16:00,22.8,3.7,50,41
156,광주,2020-10-08 17:00,22,4.6,50,40
156,광주,2020-10-08 18:00,20.5,2.9,50,41
156,광주,2020-10-08 19:00,19.5,4,50,46
156,광주,2020-10-08 20:00,18.6,4.1,50,49
156,광주,2020-10-08 21:00,17.4,3.8,50,52
156,광주,2020-10-08 22:00,16.8,2.6,50,53
156,광주,2020-10-08 23:00,15.7,2.9,50,56
156,광주,2020-10-09 0:00,15,2.5,50,58
156,광주,2020-10-09 1:00,15.3,2.5,50,57
156,광주,2020-10-09 2:00,14.8,1.5,50,60
156,광주,2020-10-09 3:00,14,1.8,70,61
156,광주,2020-10-09 4:00,13.5,1.1,70,64
156,광주,2020-10-09 5:00,12.9,0.7,50,68
156,광주,2020-10-09 6:00,12.1,1,50,72
156,광주,2020-10-09 7:00,11.9,0.9,180,78
156,광주,2020-10-09 8:00,13.2,0.5,200,74
156,광주,2020-10-09 9:00,16.3,0.7,50,59
156,광주,2020-10-09 10:00,18.8,1.5,70,50
156,광주,2020-10-09 11:00,20,2.1,50,44
156,광주,2020-10-09 12:00,21,2,70,44
156,광주,2020-10-09 13:00,22.7,3.1,50,45
156,광주,2020-10-09 14:00,23.2,2.2,50,39
156,광주,2020-10-09 15:00,23.6,4,50,38
156,광주,2020-10-09 16:00,23,2.4,70,41
156,광주,2020-10-09 17:00,22,2.9,50,43
156,광주,2020-10-09 18:00,20.3,1.7,50,47
156,광주,2020-10-09 19:00,19,1.3,230,58
156,광주,2020-10-09 20:00,17.9,1.9,200,67
156,광주,2020-10-09 21:00,17.1,1.4,200,69
156,광주,2020-10-09 22:00,16.8,0.1,0,73
156,광주,2020-10-09 23:00,16.4,0.7,50,77
156,광주,2020-10-10 0:00,16.3,0.9,70,66
156,광주,2020-10-10 1:00,15.9,1.9,50,65
156,광주,2020-10-10 2:00,15,1.3,50,70
156,광주,2020-10-10 3:00,14.6,1.4,50,73
156,광주,2020-10-10 4:00,14.2,0.4,0,82
156,광주,2020-10-10 5:00,13.7,0,0,82
156,광주,2020-10-10 6:00,13.2,0.5,340,84
156,광주,2020-10-10 7:00,13.1,0.1,0,85
156,광주,2020-10-10 8:00,14.4,0,0,82
156,광주,2020-10-10 9:00,16.2,0.5,180,73
156,광주,2020-10-10 10:00,18.8,1.1,50,58
156,광주,2020-10-10 11:00,20.5,1.4,50,51
156,광주,2020-10-10 12:00,21.4,1.2,70,48
156,광주,2020-10-10 13:00,22.6,1.1,50,44
156,광주,2020-10-10 14:00,23.3,1.4,50,41
156,광주,2020-10-10 15:00,23.9,0.7,70,39
156,광주,2020-10-10 16:00,24,1.8,20,40
156,광주,2020-10-10 17:00,22.1,0.5,20,44
156,광주,2020-10-10 18:00,20.8,1.7,200,54
156,광주,2020-10-10 19:00,19.4,1.1,230,69
156,광주,2020-10-10 20:00,18.8,1.6,180,73
156,광주,2020-10-10 21:00,18,1.4,200,78
156,광주,2020-10-10 22:00,17,1.3,200,82
156,광주,2020-10-10 23:00,17.3,0.1,0,81
156,광주,2020-10-11 0:00,17.3,0,0,84
156,광주,2020-10-11 1:00,17,0.2,0,84
156,광주,2020-10-11 2:00,16.8,0.2,0,86
156,광주,2020-10-11 3:00,16,0.4,0,92
156,광주,2020-10-11 4:00,15.1,0.9,250,94
156,광주,2020-10-11 5:00,15.2,0.1,0,95
156,광주,2020-10-11 6:00,15.4,0.7,50,94
156,광주,2020-10-11 7:00,15.5,0.7,50,94
156,광주,2020-10-11 8:00,15.8,0.7,70,94
156,광주,2020-10-11 9:00,17.6,0.6,90,83
156,광주,2020-10-11 10:00,19.3,0.3,0,73
156,광주,2020-10-11 11:00,21,0.8,50,66
156,광주,2020-10-11 12:00,21.6,0.5,340,57
156,광주,2020-10-11 13:00,22.2,0.6,270,54
156,광주,2020-10-11 14:00,22,1,20,55
156,광주,2020-10-11 15:00,23.4,1.3,340,51
156,광주,2020-10-11 16:00,24.1,1.3,270,51
156,광주,2020-10-11 17:00,21.9,1.5,20,58
156,광주,2020-10-11 18:00,21.2,1,320,63
156,광주,2020-10-11 19:00,19.7,1.1,290,69
156,광주,2020-10-11 20:00,18.4,0.4,0,81
156,광주,2020-10-11 21:00,17.6,0.6,70,85
156,광주,2020-10-11 22:00,17.4,0.7,110,86
156,광주,2020-10-11 23:00,17.1,0.2,0,86
156,광주,2020-10-12 0:00,16.4,0,0,94
156,광주,2020-10-12 1:00,16.5,0.1,0,95
156,광주,2020-10-12 2:00,15.9,0.5,230,95
156,광주,2020-10-12 3:00,15.5,0.5,230,97
156,광주,2020-10-12 4:00,15.8,0.3,0,97
156,광주,2020-10-12 5:00,15.5,0.4,0,96
156,광주,2020-10-12 6:00,15.5,0,0,96
156,광주,2020-10-12 7:00,15.6,0,0,96
156,광주,2020-10-12 8:00,16.6,0.3,0,94
156,광주,2020-10-12 9:00,17.1,0.4,0,87
156,광주,2020-10-12 10:00,18.3,0.6,90,85
156,광주,2020-10-12 11:00,20,0.6,50,66
156,광주,2020-10-12 12:00,20.7,1.1,340,59
156,광주,2020-10-12 13:00,22.7,1.6,320,51
156,광주,2020-10-12 14:00,23.1,1.5,320,41
156,광주,2020-10-12 15:00,23,2,20,39
156,광주,2020-10-12 16:00,22.6,1.1,20,42
156,광주,2020-10-12 17:00,21.3,2.2,20,49
156,광주,2020-10-12 18:00,19.3,1.1,320,73
156,광주,2020-10-12 19:00,18,2.1,290,85
156,광주,2020-10-12 20:00,17.2,1.4,20,81
156,광주,2020-10-12 21:00,16.7,0.8,360,83
156,광주,2020-10-12 22:00,15.9,0.4,0,85
156,광주,2020-10-12 23:00,15.4,0.5,360,83
156,광주,2020-10-13 0:00,14.9,0.8,20,79
156,광주,2020-10-13 1:00,13.9,1.8,20,80
156,광주,2020-10-13 2:00,13.6,1.1,20,78
156,광주,2020-10-13 3:00,13.5,0.3,0,76
